ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
12852,1,1,147,1588,1441
12853,1,0,11,0,-11
12854,1,1,473,1794,1321
12855,1,0,6,0,-6
12856,0,0,13,0,-13
12857,1,1,1629,1580,-49
12858,0,0,42,0,-42
12859,1,1,432,1327,895
12860,1,0,114,0,-114
12861,0,0,29,0,-29
12862,1,1,481,1761,1280
12863,0,0,10,0,-10
12864,1,1,137,1250,1113
12865,0,0,89,0,-89
12866,0,0,34,0,-34
12867,0,0,67,0,-67
12868,1,1,383,1371,988
12869,1,1,517,1205,688
12870,1,1,842,1301,459
12871,0,0,77,0,-77
12872,1,0,60,0,-60
12873,1,1,656,1203,547
12874,1,0,29,0,-29
12875,1,1,1116,2099,983
12876,1,0,28,0,-28
12877,0,0,33,0,-33
12878,0,0,0,0,0
12879,1,0,123,0,-123
12880,1,1,549,1203,654
12881,0,0,45,0,-45
12882,1,1,177,1248,1071
12883,1,1,518,2226,1708
12884,1,0,33,0,-33
12885,1,0,1,0,-1
12886,0,0,34,0,-34
12887,1,0,18,0,-18
12888,0,0,15,0,-15
12889,1,1,840,2185,1345
12890,0,0,54,0,-54
12891,1,1,1186,2286,1100
12892,1,0,26,0,-26
12893,0,0,44,0,-44
12894,1,1,34,3304,3270
12895,1,1,409,1437,1028
12896,1,0,21,0,-21
12897,0,0,13,0,-13
12898,1,0,44,0,-44
12899,1,0,175,0,-175
12900,1,1,446,1360,914
12901,0,0,15,0,-15
12902,1,0,15,0,-15
12903,1,1,775,2578,1803
12904,0,0,24,0,-24
12905,0,0,95,0,-95
12906,1,0,2,0,-2
12907,1,0,33,0,-33
12908,1,0,2,0,-2
12909,0,0,5,0,-5
12910,0,0,12,0,-12
12911,1,1,734,1798,1064
12912,1,1,1443,1244,-199
12913,0,0,12,0,-12
12914,1,1,249,1849,1600
12915,0,0,19,0,-19
12916,1,0,26,0,-26
12917,0,0,63,0,-63
12918,1,0,28,0,-28
12919,0,0,161,0,-161
12920,0,0,31,0,-31
12921,0,0,10,0,-10
12922,1,1,2108,1234,-874
12923,1,1,566,1635,1069
12924,1,0,32,0,-32
12925,1,0,49,0,-49
12926,1,0,19,0,-19
12927,1,0,0,0,0
12928,1,1,280,1836,1556
12929,0,0,1,0,-1
12930,0,0,35,0,-35
12931,1,0,23,0,-23
12932,1,1,207,6823,6616
12933,1,0,13,0,-13
12934,0,0,22,0,-22
12935,1,0,29,0,-29
12936,0,0,5,0,-5
12937,1,0,142,0,-142
12938,1,0,10,0,-10
12939,1,1,428,1609,1181
12940,1,0,87,0,-87
12941,1,0,150,0,-150
12942,1,1,321,3843,3522
12943,1,1,245,1317,1072
12944,1,0,14,0,-14
12945,0,0,29,0,-29
12946,1,1,138,1271,1133
12947,0,0,116,0,-116
12948,0,0,109,0,-109
12949,0,0,18,0,-18
12950,1,1,732,1921,1189
12951,0,0,24,0,-24
12952,1,1,2537,1356,-1181
12953,1,1,169,1519,1350
12954,0,0,12,0,-12
12955,1,0,80,0,-80
12956,1,0,8,0,-8
12957,0,0,140,0,-140
12958,0,0,29,0,-29
12959,1,1,146,1679,1533
12960,0,0,45,0,-45
12961,1,1,641,2316,1675
12962,0,0,8,0,-8
12963,1,1,470,1707,1237
12964,1,0,18,0,-18
12965,1,1,241,1222,981
12966,1,1,1720,1370,-350
12967,1,0,88,0,-88
12968,0,0,89,0,-89
12969,1,1,552,1251,699
12970,1,0,21,0,-21
12971,0,0,7,0,-7
12972,0,0,344,0,-344
12973,1,1,1256,1716,460
12974,1,0,90,0,-90
12975,1,1,681,1416,735
12976,0,0,93,0,-93
12977,0,0,5,0,-5
12978,0,0,14,0,-14
12979,1,1,648,2115,1467
12980,0,0,46,0,-46
12981,0,0,50,0,-50
12982,1,1,1734,1331,-403
12983,0,0,3,0,-3
12984,1,1,55,1209,1154
12985,0,0,3,0,-3
12986,0,0,25,0,-25
12987,1,1,1025,1671,646
12988,1,0,6,0,-6
12989,1,1,500,1448,948
12990,1,1,684,1531,847
12991,0,0,89,0,-89
12992,1,0,10,0,-10
12993,0,0,0,0,0
12994,0,0,78,0,-78
12995,1,0,38,0,-38
12996,0,0,16,0,-16
12997,1,0,28,0,-28
12998,1,1,461,1477,1016
12999,1,0,89,0,-89
13000,1,0,70,0,-70
13001,1,1,289,1383,1094
13002,1,1,1025,1322,297
13003,0,0,25,0,-25
13004,1,1,271,1440,1169
13005,1,1,1157,1702,545
13006,1,0,3,0,-3
13007,1,1,385,1446,1061
13008,1,0,33,0,-33
13009,1,0,114,0,-114
13010,0,0,92,0,-92
13011,0,0,161,0,-161
13012,1,0,31,0,-31
13013,1,0,26,0,-26
13014,0,0,14,0,-14
13015,1,1,1003,2119,1116
13016,1,1,340,1363,1023
13017,1,0,54,0,-54
13018,0,0,91,0,-91
13019,0,0,5,0,-5
13020,1,0,36,0,-36
13021,1,0,20,0,-20
13022,0,0,32,0,-32
13023,1,0,61,0,-61
13024,0,0,43,0,-43
13025,1,0,21,0,-21
13026,0,0,16,0,-16
13027,1,1,1238,2021,783
13028,1,1,123,1225,1102
13029,0,0,14,0,-14
13030,1,0,80,0,-80
13031,0,0,58,0,-58
13032,1,0,25,0,-25
13033,1,1,551,1942,1391
13034,1,0,27,0,-27
13035,1,1,109,1323,1214
13036,0,0,7,0,-7
13037,0,0,57,0,-57
13038,1,0,77,0,-77
13039,0,0,75,0,-75
13040,0,0,68,0,-68
13041,1,0,66,0,-66
13042,0,0,5,0,-5
13043,0,0,52,0,-52
13044,1,1,1972,1593,-379
13045,0,0,9,0,-9
13046,0,0,144,0,-144
13047,0,0,75,0,-75
13048,0,0,92,0,-92
13049,0,0,54,0,-54
13050,0,0,38,0,-38
13051,0,0,45,0,-45
13052,1,0,30,0,-30
13053,0,0,8,0,-8
13054,0,0,1,0,-1
13055,1,1,55,1522,1467
13056,1,1,32,1421,1389
13057,0,0,228,0,-228
13058,1,0,0,0,0
13059,1,1,154,2141,1987
13060,1,0,22,0,-22
13061,1,0,68,0,-68
13062,0,0,57,0,-57
13063,1,0,19,0,-19
13064,1,1,554,1493,939
13065,0,0,15,0,-15
13066,0,0,12,0,-12
13067,1,0,43,0,-43
13068,1,0,45,0,-45
13069,0,0,43,0,-43
13070,1,0,13,0,-13
13071,1,1,865,1671,806
13072,0,0,47,0,-47
13073,1,0,57,0,-57
13074,0,0,0,0,0
13075,1,1,158,1285,1127
13076,1,0,23,0,-23
13077,1,1,188,1704,1516
13078,0,0,7,0,-7
13079,0,0,34,0,-34
13080,0,0,16,0,-16
13081,1,1,265,1819,1554
13082,1,0,7,0,-7
13083,0,0,78,0,-78
13084,0,0,38,0,-38
13085,0,0,41,0,-41
13086,1,0,21,0,-21
13087,1,1,273,1203,930
13088,1,0,55,0,-55
13089,1,1,555,1716,1161
13090,0,0,100,0,-100
13091,1,1,1084,1738,654
13092,0,0,3,0,-3
13093,1,1,165,1891,1726
13094,0,0,114,0,-114
13095,1,0,2,0,-2
13096,0,0,85,0,-85
13097,1,0,15,0,-15
13098,1,0,7,0,-7
13099,1,0,55,0,-55
13100,0,0,18,0,-18
13101,1,0,0,0,0
13102,1,1,106,1631,1525
13103,1,0,18,0,-18
13104,0,0,9,0,-9
13105,1,1,226,1205,979
13106,0,0,192,0,-192
13107,1,0,46,0,-46
13108,1,0,0,0,0
13109,0,0,88,0,-88
13110,1,1,202,1220,1018
13111,1,0,41,0,-41
13112,0,0,33,0,-33
13113,1,0,195,0,-195
13114,1,1,874,1380,506
13115,1,0,19,0,-19
13116,1,1,362,2169,1807
13117,1,0,0,0,0
13118,1,1,17,1562,1545
13119,1,0,14,0,-14
13120,1,1,46,1215,1169
13121,1,0,0,0,0
13122,0,0,82,0,-82
13123,1,0,5,0,-5
13124,0,0,14,0,-14
13125,0,0,50,0,-50
13126,1,1,1593,2101,508
13127,0,0,6,0,-6
13128,0,0,118,0,-118
13129,0,0,66,0,-66
13130,1,0,1,0,-1
13131,0,0,8,0,-8
13132,0,0,0,0,0
13133,1,1,51,1378,1327
13134,0,0,58,0,-58
13135,1,1,262,1286,1024
13136,0,0,26,0,-26
13137,1,0,59,0,-59
13138,0,0,23,0,-23
13139,0,0,73,0,-73
13140,0,0,81,0,-81
13141,1,0,36,0,-36
13142,1,0,90,0,-90
13143,1,1,560,1525,965
13144,1,0,16,0,-16
13145,1,1,80,1626,1546
13146,1,1,211,1363,1152
13147,0,0,1,0,-1
13148,1,0,3,0,-3
13149,1,1,379,1269,890
13150,0,0,55,0,-55
13151,0,0,55,0,-55
13152,1,1,451,3085,2634
13153,1,0,17,0,-17
13154,1,1,346,1237,891
13155,0,0,231,0,-231
13156,1,0,8,0,-8
13157,1,0,23,0,-23
13158,1,1,824,1757,933
13159,0,0,13,0,-13
13160,0,0,100,0,-100
13161,1,0,13,0,-13
13162,0,0,43,0,-43
13163,1,0,83,0,-83
13164,0,0,21,0,-21
13165,0,0,5,0,-5
13166,0,0,3,0,-3
13167,1,0,164,0,-164
13168,0,0,13,0,-13
13169,0,0,42,0,-42
13170,1,0,61,0,-61
13171,1,0,81,0,-81
13172,1,1,698,1208,510
13173,0,0,58,0,-58
13174,1,0,50,0,-50
13175,0,0,31,0,-31
13176,1,1,580,1262,682
13177,0,0,22,0,-22
13178,0,0,0,0,0
13179,0,0,8,0,-8
13180,1,0,46,0,-46
13181,0,0,39,0,-39
13182,1,1,407,1523,1116
13183,0,0,4,0,-4
13184,1,0,79,0,-79
13185,0,0,42,0,-42
13186,1,1,1206,1582,376
13187,1,1,786,1204,418
13188,1,1,376,1280,904
13189,0,0,76,0,-76
13190,0,0,8,0,-8
13191,1,0,11,0,-11
13192,1,1,532,1607,1075
13193,1,1,397,1395,998
13194,1,0,37,0,-37
13195,1,0,39,0,-39
13196,1,1,1549,1221,-328
13197,1,0,2,0,-2
13198,0,0,73,0,-73
13199,1,0,63,0,-63
13200,1,1,78,2061,1983
13201,1,0,46,0,-46
13202,0,0,12,0,-12
13203,1,1,1325,1649,324
13204,1,1,216,1586,1370
13205,0,0,22,0,-22
13206,1,0,33,0,-33
13207,0,0,42,0,-42
13208,0,0,52,0,-52
13209,1,1,213,1398,1185
13210,0,0,23,0,-23
13211,1,0,86,0,-86
13212,1,1,62,1322,1260
13213,0,0,96,0,-96
13214,0,0,13,0,-13
13215,0,0,138,0,-138
13216,1,1,267,1402,1135
13217,1,0,115,0,-115
13218,1,0,3,0,-3
13219,1,1,361,1516,1155
13220,0,0,1,0,-1
13221,0,0,47,0,-47
13222,1,0,33,0,-33
13223,0,0,32,0,-32
13224,1,1,1143,1323,180
13225,0,0,35,0,-35
13226,0,0,10,0,-10
13227,1,1,396,1822,1426
13228,0,0,89,0,-89
13229,0,0,23,0,-23
13230,1,0,76,0,-76
13231,0,0,178,0,-178
13232,1,0,0,0,0
13233,1,0,131,0,-131
13234,1,0,9,0,-9
13235,1,1,678,1442,764
13236,1,1,1473,1215,-258
13237,0,0,16,0,-16
13238,1,0,19,0,-19
13239,1,1,1232,1308,76
13240,0,0,83,0,-83
13241,1,0,77,0,-77
13242,0,0,59,0,-59
13243,1,1,725,1258,533
13244,1,0,36,0,-36
13245,1,1,253,1245,992
13246,1,1,100,10679,10579
13247,0,0,34,0,-34
13248,0,0,25,0,-25
13249,0,0,217,0,-217
13250,1,0,10,0,-10
13251,1,1,949,1225,276
13252,0,0,43,0,-43
13253,1,1,172,1483,1311
13254,0,0,70,0,-70
13255,1,0,37,0,-37
13256,1,1,372,1382,1010
13257,0,0,53,0,-53
13258,0,0,53,0,-53
13259,1,0,167,0,-167
13260,0,0,46,0,-46
13261,0,0,7,0,-7
13262,0,0,14,0,-14
13263,0,0,247,0,-247
13264,1,1,248,2204,1956
13265,0,0,8,0,-8
13266,0,0,36,0,-36
13267,1,0,14,0,-14
13268,1,0,75,0,-75
13269,0,0,12,0,-12
13270,0,0,25,0,-25
13271,1,0,1,0,-1
13272,0,0,10,0,-10
13273,0,0,232,0,-232
13274,1,1,1886,1250,-636
13275,1,0,9,0,-9
13276,1,0,65,0,-65
13277,1,0,27,0,-27
13278,0,0,14,0,-14
13279,0,0,19,0,-19
13280,1,0,56,0,-56
13281,1,1,636,1237,601
13282,1,0,98,0,-98
13283,0,0,46,0,-46
13284,0,0,11,0,-11
13285,1,1,1172,1262,90
13286,0,0,19,0,-19
13287,0,0,8,0,-8
13288,1,0,20,0,-20
13289,1,1,745,1743,998
13290,1,1,132,1608,1476
13291,1,1,160,1918,1758
13292,1,1,99,1293,1194
13293,1,0,58,0,-58
13294,1,1,134,1277,1143
13295,0,0,30,0,-30
13296,1,1,330,1964,1634
13297,0,0,1,0,-1
13298,1,0,180,0,-180
13299,1,0,16,0,-16
13300,1,1,798,1241,443
13301,1,0,45,0,-45
13302,0,0,72,0,-72
13303,1,1,29,1274,1245
13304,1,0,61,0,-61
13305,0,0,0,0,0
13306,1,1,329,4180,3851
13307,1,0,17,0,-17
13308,1,1,691,1302,611
13309,1,0,11,0,-11
13310,1,1,152,1326,1174
13311,1,0,260,0,-260
13312,1,1,397,1424,1027
13313,1,0,14,0,-14
13314,0,0,11,0,-11
13315,1,0,15,0,-15
13316,0,0,90,0,-90
13317,1,1,759,1287,528
13318,0,0,212,0,-212
13319,1,0,79,0,-79
13320,1,0,16,0,-16
13321,0,0,2,0,-2
13322,1,0,82,0,-82
13323,1,1,423,1579,1156
13324,0,0,44,0,-44
13325,1,0,148,0,-148
13326,0,0,16,0,-16
13327,1,0,38,0,-38
13328,0,0,10,0,-10
13329,1,0,11,0,-11
13330,0,0,35,0,-35
13331,0,0,101,0,-101
13332,0,0,2,0,-2
13333,0,0,13,0,-13
13334,1,1,64,1516,1452
13335,1,1,778,1358,580
13336,1,0,16,0,-16
13337,0,0,20,0,-20
13338,1,1,200,1587,1387
13339,1,0,16,0,-16
13340,1,0,16,0,-16
13341,1,1,283,1231,948
13342,0,0,64,0,-64
13343,0,0,61,0,-61
13344,1,0,112,0,-112
13345,0,0,1,0,-1
13346,1,0,3,0,-3
13347,0,0,130,0,-130
13348,1,0,83,0,-83
13349,0,0,84,0,-84
13350,1,0,15,0,-15
13351,1,1,135,1579,1444
13352,0,0,13,0,-13
13353,1,0,14,0,-14
13354,0,0,25,0,-25
13355,0,0,12,0,-12
13356,1,1,414,1237,823
13357,1,0,20,0,-20
13358,1,1,300,1656,1356
13359,1,1,72,1714,1642
13360,1,1,549,1460,911
13361,1,0,45,0,-45
13362,1,1,657,1762,1105
13363,1,1,419,1424,1005
13364,1,1,840,1478,638
13365,1,1,321,2640,2319
13366,1,1,541,1619,1078
13367,0,0,8,0,-8
13368,1,1,486,1734,1248
13369,1,0,38,0,-38
13370,1,0,57,0,-57
13371,0,0,33,0,-33
13372,1,0,2,0,-2
13373,1,0,84,0,-84
13374,1,1,420,1340,920
13375,1,0,92,0,-92
13376,1,0,55,0,-55
13377,1,1,272,1808,1536
13378,0,0,9,0,-9
13379,0,0,12,0,-12
13380,1,1,984,2110,1126
13381,1,1,149,1276,1127
13382,1,1,581,1498,917
13383,1,0,61,0,-61
13384,1,1,95,1407,1312
13385,1,0,43,0,-43
13386,0,0,35,0,-35
13387,1,1,374,1352,978
13388,0,0,45,0,-45
13389,1,0,60,0,-60
13390,0,0,50,0,-50
13391,0,0,28,0,-28
13392,1,1,247,1442,1195
13393,1,1,299,1413,1114
13394,0,0,108,0,-108
13395,1,1,473,1457,984
13396,1,0,94,0,-94
13397,0,0,91,0,-91
13398,0,0,3,0,-3
13399,0,0,9,0,-9
13400,1,0,227,0,-227
13401,1,1,44,1314,1270
13402,1,1,156,1559,1403
13403,0,0,38,0,-38
13404,0,0,13,0,-13
13405,0,0,125,0,-125
13406,1,1,73,1241,1168
13407,1,1,367,1765,1398
13408,1,0,183,0,-183
13409,1,1,74,1446,1372
13410,1,1,387,1202,815
13411,1,0,89,0,-89
13412,1,1,493,1279,786
13413,0,0,78,0,-78
13414,1,1,173,1276,1103
13415,0,0,6,0,-6
13416,1,0,14,0,-14
13417,1,0,138,0,-138
13418,1,1,1452,1616,164
13419,1,0,38,0,-38
13420,1,0,23,0,-23
13421,1,0,1,0,-1
13422,1,0,6,0,-6
13423,0,0,314,0,-314
13424,0,0,164,0,-164
13425,1,0,5,0,-5
13426,1,0,10,0,-10
13427,1,0,53,0,-53
13428,1,0,99,0,-99
13429,1,1,167,1573,1406
13430,1,1,597,1419,822
13431,1,1,1810,1913,103
13432,0,0,50,0,-50
13433,1,0,1,0,-1
13434,0,0,15,0,-15
13435,1,1,942,1460,518
13436,1,0,4,0,-4
13437,1,1,71,1632,1561
13438,1,1,304,3165,2861
13439,1,1,43,1385,1342
13440,1,1,306,1786,1480
13441,0,0,76,0,-76
13442,0,0,53,0,-53
13443,1,1,817,1323,506
13444,1,0,93,0,-93
13445,0,0,7,0,-7
13446,0,0,9,0,-9
13447,1,0,40,0,-40
13448,0,0,47,0,-47
13449,1,0,2,0,-2
13450,0,0,84,0,-84
13451,0,0,78,0,-78
13452,1,1,627,1784,1157
13453,1,0,48,0,-48
13454,1,0,15,0,-15
13455,1,1,1513,1839,326
13456,0,0,17,0,-17
13457,0,0,12,0,-12
13458,1,1,563,1608,1045
13459,1,1,167,1296,1129
13460,0,0,58,0,-58
13461,1,1,713,1990,1277
13462,0,0,39,0,-39
13463,1,1,541,1359,818
13464,1,0,10,0,-10
13465,1,0,63,0,-63
13466,1,1,312,1230,918
13467,1,1,135,1403,1268
13468,1,0,83,0,-83
13469,1,1,198,1645,1447
13470,1,0,144,0,-144
13471,1,0,34,0,-34
13472,1,0,38,0,-38
13473,0,0,60,0,-60
13474,1,0,15,0,-15
13475,1,1,434,1514,1080
13476,1,0,84,0,-84
13477,1,1,402,1375,973
13478,1,1,1321,1305,-16
13479,1,1,454,1278,824
13480,0,0,2,0,-2
13481,1,0,106,0,-106
13482,1,0,8,0,-8
13483,1,1,1282,1571,289
13484,0,0,45,0,-45
13485,0,0,42,0,-42
13486,1,1,518,1250,732
13487,1,0,65,0,-65
13488,1,0,107,0,-107
13489,1,1,813,1668,855
13490,1,0,54,0,-54
13491,1,1,136,1564,1428
13492,1,0,24,0,-24
13493,1,0,8,0,-8
13494,0,0,15,0,-15
13495,0,0,26,0,-26
13496,1,0,53,0,-53
13497,1,1,1485,1531,46
13498,1,0,12,0,-12
13499,1,1,241,1939,1698
13500,1,0,20,0,-20
13501,1,0,24,0,-24
13502,0,0,62,0,-62
13503,1,1,721,1408,687
13504,1,0,67,0,-67
13505,0,0,61,0,-61
13506,1,1,1022,1653,631
13507,1,1,575,1207,632
13508,1,1,343,1612,1269
13509,1,0,76,0,-76
13510,1,1,356,1203,847
13511,0,0,10,0,-10
13512,1,1,88,1661,1573
13513,0,0,94,0,-94
13514,1,1,154,1318,1164
13515,1,0,17,0,-17
13516,1,0,1,0,-1
13517,1,1,318,1283,965
13518,0,0,10,0,-10
13519,1,0,48,0,-48
13520,1,1,85,1369,1284
13521,0,0,4,0,-4
13522,1,1,573,2440,1867
13523,0,0,6,0,-6
13524,1,0,40,0,-40
13525,0,0,171,0,-171
13526,0,0,34,0,-34
13527,1,0,34,0,-34
13528,0,0,31,0,-31
13529,1,0,12,0,-12
13530,0,0,91,0,-91
13531,0,0,34,0,-34
13532,1,1,846,1249,403
13533,0,0,175,0,-175
13534,1,0,139,0,-139
13535,1,1,945,1272,327
13536,0,0,21,0,-21
13537,1,0,37,0,-37
13538,1,0,13,0,-13
13539,1,1,20,1554,1534
13540,1,1,472,1484,1012
13541,1,0,111,0,-111
13542,1,0,91,0,-91
13543,1,0,37,0,-37
13544,0,0,51,0,-51
13545,0,0,37,0,-37
13546,1,1,352,1651,1299
13547,1,1,226,1280,1054
13548,1,1,948,2658,1710
13549,1,1,582,1292,710
13550,1,1,255,1600,1345
13551,0,0,11,0,-11
13552,0,0,3,0,-3
13553,1,0,14,0,-14
13554,0,0,19,0,-19
13555,1,0,71,0,-71
13556,1,1,1077,1252,175
13557,1,1,28,1243,1215
13558,0,0,97,0,-97
13559,1,0,20,0,-20
13560,0,0,66,0,-66
13561,0,0,13,0,-13
13562,1,0,116,0,-116
13563,1,1,1583,1330,-253
13564,1,1,204,1261,1057
13565,1,1,133,1541,1408
13566,0,0,7,0,-7
13567,0,0,18,0,-18
13568,1,1,143,1273,1130
13569,0,0,49,0,-49
13570,1,0,14,0,-14
13571,1,1,22,1615,1593
13572,1,0,44,0,-44
13573,0,0,40,0,-40
13574,0,0,65,0,-65
13575,0,0,37,0,-37
13576,1,1,72,2338,2266
13577,0,0,21,0,-21
13578,0,0,46,0,-46
13579,1,0,3,0,-3
13580,1,1,729,1696,967
13581,1,0,102,0,-102
13582,0,0,3,0,-3
13583,1,0,96,0,-96
13584,0,0,28,0,-28
13585,1,0,20,0,-20
13586,0,0,18,0,-18
13587,1,0,177,0,-177
13588,1,1,812,1284,472
13589,0,0,44,0,-44
13590,1,1,749,1702,953
13591,0,0,103,0,-103
13592,0,0,20,0,-20
13593,1,0,47,0,-47
13594,1,0,148,0,-148
13595,0,0,11,0,-11
13596,1,0,94,0,-94
13597,0,0,9,0,-9
13598,0,0,19,0,-19
13599,1,0,33,0,-33
13600,0,0,1,0,-1
13601,1,1,451,1284,833
13602,1,0,150,0,-150
13603,0,0,9,0,-9
13604,1,1,1186,1291,105
13605,0,0,30,0,-30
13606,1,1,59,1282,1223
13607,1,0,19,0,-19
13608,1,0,91,0,-91
13609,1,1,241,1596,1355
13610,1,0,20,0,-20
13611,1,0,3,0,-3
13612,1,1,232,1604,1372
13613,1,1,168,1806,1638
13614,0,0,6,0,-6
13615,1,1,195,1273,1078
13616,1,0,79,0,-79
13617,1,1,356,1231,875
13618,0,0,12,0,-12
13619,1,0,25,0,-25
13620,1,1,195,1422,1227
13621,0,0,3,0,-3
13622,0,0,79,0,-79
13623,1,0,15,0,-15
13624,1,0,20,0,-20
13625,0,0,17,0,-17
13626,0,0,27,0,-27
13627,0,0,33,0,-33
13628,0,0,86,0,-86
13629,1,0,2,0,-2
13630,0,0,14,0,-14
13631,1,0,57,0,-57
13632,1,0,35,0,-35
13633,1,0,217,0,-217
13634,1,0,33,0,-33
13635,0,0,29,0,-29
13636,0,0,26,0,-26
13637,1,0,64,0,-64
13638,1,0,27,0,-27
13639,1,0,33,0,-33
13640,0,0,91,0,-91
13641,0,0,101,0,-101
13642,1,0,92,0,-92
13643,0,0,71,0,-71
13644,1,0,29,0,-29
13645,1,1,169,1893,1724
13646,1,0,1,0,-1
13647,1,1,2238,1305,-933
13648,0,0,212,0,-212
13649,0,0,40,0,-40
13650,0,0,48,0,-48
13651,0,0,32,0,-32
13652,1,1,62,1228,1166
13653,0,0,55,0,-55
13654,0,0,94,0,-94
13655,1,1,397,1674,1277
13656,0,0,9,0,-9
13657,0,0,116,0,-116
13658,0,0,40,0,-40
13659,0,0,14,0,-14
13660,1,0,13,0,-13
13661,0,0,18,0,-18
13662,0,0,106,0,-106
13663,0,0,2,0,-2
13664,0,0,5,0,-5
13665,1,0,172,0,-172
13666,0,0,75,0,-75
13667,1,0,120,0,-120
13668,0,0,42,0,-42
13669,1,1,123,1843,1720
13670,1,1,193,2398,2205
13671,1,1,366,1217,851
13672,1,0,61,0,-61
13673,0,0,70,0,-70
13674,1,1,181,1237,1056
13675,1,0,90,0,-90
13676,0,0,111,0,-111
13677,1,1,232,1382,1150
13678,1,1,135,1281,1146
13679,1,1,980,1300,320
13680,0,0,15,0,-15
13681,0,0,39,0,-39
13682,1,1,897,1328,431
13683,1,0,44,0,-44
13684,1,1,314,1786,1472
13685,1,0,1,0,-1
13686,1,0,97,0,-97
13687,1,0,34,0,-34
13688,1,1,461,1861,1400
13689,0,0,19,0,-19
13690,0,0,57,0,-57
13691,1,0,79,0,-79
13692,1,1,542,1457,915
13693,0,0,146,0,-146
13694,1,0,89,0,-89
13695,1,0,14,0,-14
13696,1,1,475,1351,876
13697,0,0,34,0,-34
13698,0,0,65,0,-65
13699,0,0,28,0,-28
13700,1,1,1714,1250,-464
13701,1,1,87,1341,1254
13702,0,0,42,0,-42
13703,1,1,203,2185,1982
13704,0,0,11,0,-11
13705,1,0,6,0,-6
13706,1,1,1137,1354,217
13707,1,1,1069,1748,679
13708,0,0,18,0,-18
13709,0,0,36,0,-36
13710,1,1,332,1441,1109
13711,1,0,57,0,-57
13712,0,0,93,0,-93
13713,1,0,69,0,-69
13714,0,0,28,0,-28
13715,1,0,174,0,-174
13716,1,1,64,1224,1160
13717,1,1,909,1615,706
13718,1,0,59,0,-59
13719,1,0,105,0,-105
13720,1,1,559,1461,902
13721,1,1,245,1528,1283
13722,1,0,9,0,-9
13723,0,0,28,0,-28
13724,1,1,20,1200,1180
13725,1,0,80,0,-80
13726,1,0,29,0,-29
13727,1,0,43,0,-43
13728,0,0,47,0,-47
13729,0,0,148,0,-148
13730,0,0,20,0,-20
13731,1,1,349,1234,885
13732,1,1,421,4322,3901
13733,0,0,153,0,-153
13734,0,0,38,0,-38
13735,1,0,9,0,-9
13736,1,1,226,1436,1210
13737,1,1,104,1574,1470
13738,1,0,140,0,-140
13739,1,1,582,1249,667
13740,1,0,71,0,-71
13741,1,1,431,1422,991
13742,1,0,48,0,-48
13743,1,1,540,1484,944
13744,0,0,68,0,-68
13745,0,0,50,0,-50
13746,1,0,12,0,-12
13747,1,0,90,0,-90
13748,0,0,15,0,-15
13749,1,1,304,3622,3318
13750,1,0,56,0,-56
13751,1,1,229,1649,1420
13752,0,0,48,0,-48
13753,1,1,453,2092,1639
13754,1,1,523,1522,999
13755,1,0,25,0,-25
13756,0,0,3,0,-3
13757,1,0,36,0,-36
13758,1,1,118,3234,3116
13759,0,0,11,0,-11
13760,1,1,515,1470,955
13761,1,1,469,1247,778
13762,1,0,51,0,-51
13763,1,1,653,1773,1120
13764,0,0,4,0,-4
13765,1,0,56,0,-56
13766,1,1,394,2307,1913
13767,0,0,43,0,-43
13768,1,0,117,0,-117
13769,0,0,22,0,-22
13770,0,0,71,0,-71
13771,0,0,116,0,-116
13772,0,0,23,0,-23
13773,0,0,114,0,-114
13774,1,1,528,1443,915
13775,0,0,51,0,-51
13776,1,1,451,1318,867
13777,0,0,180,0,-180
13778,0,0,79,0,-79
13779,1,1,421,1226,805
13780,1,0,74,0,-74
13781,0,0,79,0,-79
13782,0,0,83,0,-83
13783,1,0,11,0,-11
13784,0,0,14,0,-14
13785,1,1,81,1733,1652
13786,0,0,20,0,-20
13787,1,1,981,2528,1547
13788,0,0,73,0,-73
13789,1,0,32,0,-32
13790,1,0,140,0,-140
13791,0,0,2,0,-2
13792,1,0,114,0,-114
13793,0,0,76,0,-76
13794,0,0,8,0,-8
13795,1,1,383,1826,1443
13796,1,0,4,0,-4
13797,1,1,1801,1399,-402
13798,0,0,69,0,-69
13799,0,0,21,0,-21
13800,1,1,563,2625,2062
13801,1,0,18,0,-18
13802,1,0,20,0,-20
13803,1,0,14,0,-14
13804,1,1,92,1997,1905
13805,0,0,8,0,-8
13806,0,0,41,0,-41
13807,1,0,94,0,-94
13808,0,0,63,0,-63
13809,1,1,122,1789,1667
13810,0,0,57,0,-57
13811,0,0,8,0,-8
13812,0,0,30,0,-30
13813,1,1,666,2543,1877
13814,0,0,150,0,-150
13815,0,0,60,0,-60
13816,1,0,244,0,-244
13817,1,1,33,1449,1416
13818,0,0,37,0,-37
13819,1,0,23,0,-23
13820,1,0,29,0,-29
13821,1,1,651,1437,786
13822,1,1,217,1226,1009
13823,0,0,299,0,-299
13824,0,0,11,0,-11
13825,1,1,653,2755,2102
13826,1,0,24,0,-24
13827,0,0,18,0,-18
13828,0,0,52,0,-52
13829,1,1,103,1555,1452
13830,0,0,0,0,0
13831,0,0,56,0,-56
13832,1,1,1566,1689,123
13833,0,0,67,0,-67
