ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
12189,1,1,155,1300,1145
12190,1,1,173,1427,1254
12191,0,0,24,0,-24
12192,0,0,17,0,-17
12193,0,0,0,0,0
12194,1,0,54,0,-54
12195,1,1,311,1357,1046
12196,1,0,15,0,-15
12197,1,0,176,0,-176
12198,0,0,59,0,-59
12199,1,1,484,1327,843
12200,1,1,165,1259,1094
12201,0,0,41,0,-41
12202,1,1,361,1302,941
12203,1,0,16,0,-16
12204,1,0,11,0,-11
12205,1,0,77,0,-77
12206,0,0,113,0,-113
12207,0,0,47,0,-47
12208,1,0,52,0,-52
12209,0,0,31,0,-31
12210,1,1,138,1312,1174
12211,0,0,113,0,-113
12212,1,0,120,0,-120
12213,1,0,35,0,-35
12214,0,0,49,0,-49
12215,1,1,763,1372,609
12216,0,0,147,0,-147
12217,1,0,2,0,-2
12218,1,1,984,2222,1238
12219,1,1,820,1281,461
12220,1,1,450,1666,1216
12221,0,0,40,0,-40
12222,1,0,10,0,-10
12223,1,1,552,2568,2016
12224,0,0,33,0,-33
12225,0,0,5,0,-5
12226,0,0,81,0,-81
12227,1,0,33,0,-33
12228,0,0,23,0,-23
12229,1,1,544,5293,4749
12230,0,0,4,0,-4
12231,0,0,106,0,-106
12232,1,1,773,1302,529
12233,0,0,145,0,-145
12234,1,1,324,1219,895
12235,0,0,1,0,-1
12236,1,1,223,1369,1146
12237,0,0,27,0,-27
12238,1,1,1747,2038,291
12239,0,0,189,0,-189
12240,1,1,246,1577,1331
12241,1,0,13,0,-13
12242,0,0,92,0,-92
12243,0,0,98,0,-98
12244,1,0,14,0,-14
12245,1,0,21,0,-21
12246,1,0,9,0,-9
12247,0,0,44,0,-44
12248,1,1,234,1309,1075
12249,1,1,325,1398,1073
12250,0,0,53,0,-53
12251,0,0,113,0,-113
12252,1,0,26,0,-26
12253,0,0,147,0,-147
12254,1,1,296,1572,1276
12255,1,1,753,1594,841
12256,1,1,844,1326,482
12257,1,1,246,1302,1056
12258,0,0,25,0,-25
12259,1,1,685,1376,691
12260,1,1,926,1222,296
12261,1,1,1488,2309,821
12262,1,0,49,0,-49
12263,1,0,44,0,-44
12264,1,1,406,1235,829
12265,1,1,394,1309,915
12266,0,0,142,0,-142
12267,1,1,397,1324,927
12268,1,0,6,0,-6
12269,0,0,71,0,-71
12270,0,0,31,0,-31
12271,0,0,112,0,-112
12272,0,0,44,0,-44
12273,1,1,785,1315,530
12274,1,1,24,2756,2732
12275,1,1,416,1404,988
12276,1,1,965,1407,442
12277,1,0,59,0,-59
12278,0,0,98,0,-98
12279,1,0,27,0,-27
12280,1,1,2075,5856,3781
12281,1,1,1743,1259,-484
12282,0,0,7,0,-7
12283,0,0,53,0,-53
12284,0,0,36,0,-36
12285,0,0,83,0,-83
12286,0,0,41,0,-41
12287,0,0,10,0,-10
12288,0,0,19,0,-19
12289,1,0,144,0,-144
12290,0,0,15,0,-15
12291,1,0,19,0,-19
12292,1,0,32,0,-32
12293,0,0,133,0,-133
12294,0,0,28,0,-28
12295,1,1,121,1544,1423
12296,1,0,23,0,-23
12297,0,0,53,0,-53
12298,1,0,28,0,-28
12299,0,0,7,0,-7
12300,0,0,7,0,-7
12301,1,0,61,0,-61
12302,0,0,20,0,-20
12303,0,0,7,0,-7
12304,1,1,67,1491,1424
12305,1,0,6,0,-6
12306,1,1,2160,1301,-859
12307,1,0,57,0,-57
12308,1,1,491,1258,767
12309,0,0,6,0,-6
12310,1,1,374,1639,1265
12311,0,0,83,0,-83
12312,0,0,54,0,-54
12313,0,0,29,0,-29
12314,1,1,841,1260,419
12315,0,0,76,0,-76
12316,1,0,17,0,-17
12317,1,1,1529,1246,-283
12318,1,1,899,1267,368
12319,1,1,486,1339,853
12320,0,0,4,0,-4
12321,1,0,103,0,-103
12322,1,1,408,1401,993
12323,1,1,1155,1245,90
12324,0,0,46,0,-46
12325,1,1,458,1299,841
12326,1,0,93,0,-93
12327,0,0,67,0,-67
12328,1,1,270,1320,1050
12329,0,0,72,0,-72
12330,1,1,73,1536,1463
12331,0,0,68,0,-68
12332,1,1,967,1594,627
12333,1,0,56,0,-56
12334,1,0,58,0,-58
12335,0,0,54,0,-54
12336,0,0,50,0,-50
12337,0,0,9,0,-9
12338,1,1,117,2198,2081
12339,0,0,35,0,-35
12340,1,1,523,1746,1223
12341,0,0,49,0,-49
12342,0,0,43,0,-43
12343,1,1,723,1245,522
12344,1,0,5,0,-5
12345,0,0,20,0,-20
12346,1,0,50,0,-50
12347,0,0,40,0,-40
12348,1,0,70,0,-70
12349,0,0,85,0,-85
12350,1,0,4,0,-4
12351,1,0,96,0,-96
12352,1,0,159,0,-159
12353,0,0,80,0,-80
12354,1,1,876,1521,645
12355,1,1,69,1308,1239
12356,0,0,7,0,-7
12357,0,0,25,0,-25
12358,0,0,12,0,-12
12359,1,1,379,1857,1478
12360,1,1,44,1341,1297
12361,1,1,357,1514,1157
12362,1,1,365,1788,1423
12363,1,1,907,1340,433
12364,1,0,30,0,-30
12365,1,0,35,0,-35
12366,0,0,111,0,-111
12367,1,0,75,0,-75
12368,1,1,463,1410,947
12369,0,0,18,0,-18
12370,1,1,274,1340,1066
12371,1,1,112,2574,2462
12372,1,0,61,0,-61
12373,0,0,146,0,-146
12374,0,0,23,0,-23
12375,1,1,276,1530,1254
12376,0,0,16,0,-16
12377,0,0,36,0,-36
12378,1,0,139,0,-139
12379,1,1,81,1758,1677
12380,1,0,1,0,-1
12381,1,1,154,1347,1193
12382,1,1,343,1200,857
12383,1,0,81,0,-81
12384,1,1,402,1271,869
12385,1,0,28,0,-28
12386,1,0,66,0,-66
12387,1,1,438,1226,788
12388,1,1,187,1251,1064
12389,0,0,36,0,-36
12390,1,1,845,1791,946
12391,0,0,64,0,-64
12392,0,0,36,0,-36
12393,1,1,172,1313,1141
12394,1,0,5,0,-5
12395,0,0,140,0,-140
12396,1,1,655,1365,710
12397,1,0,20,0,-20
12398,1,0,36,0,-36
12399,0,0,34,0,-34
12400,0,0,15,0,-15
12401,0,0,101,0,-101
12402,1,0,46,0,-46
12403,1,1,232,1393,1161
12404,0,0,51,0,-51
12405,1,1,1650,1577,-73
12406,1,1,926,1599,673
12407,1,0,5,0,-5
12408,0,0,7,0,-7
12409,1,1,170,1331,1161
12410,1,1,369,1220,851
12411,1,1,488,1552,1064
12412,1,1,1610,2054,444
12413,1,1,592,1208,616
12414,1,0,18,0,-18
12415,1,0,111,0,-111
12416,1,1,777,1524,747
12417,0,0,70,0,-70
12418,1,1,117,2091,1974
12419,1,1,138,1303,1165
12420,0,0,115,0,-115
12421,1,0,86,0,-86
12422,1,0,48,0,-48
12423,1,0,14,0,-14
12424,1,0,11,0,-11
12425,1,0,14,0,-14
12426,0,0,25,0,-25
12427,1,1,1641,2077,436
12428,1,0,114,0,-114
12429,1,0,12,0,-12
12430,0,0,4,0,-4
12431,1,1,150,1349,1199
12432,1,0,21,0,-21
12433,1,1,225,2053,1828
12434,1,1,1576,1279,-297
12435,0,0,32,0,-32
12436,1,0,203,0,-203
12437,1,0,7,0,-7
12438,0,0,19,0,-19
12439,1,0,27,0,-27
12440,1,0,24,0,-24
12441,1,0,63,0,-63
12442,1,1,254,1300,1046
12443,0,0,10,0,-10
12444,1,0,25,0,-25
12445,1,0,92,0,-92
12446,1,1,52,1286,1234
12447,0,0,60,0,-60
12448,1,1,412,1290,878
12449,1,1,344,1299,955
12450,1,0,67,0,-67
12451,0,0,46,0,-46
12452,1,0,3,0,-3
12453,0,0,3,0,-3
12454,1,1,155,1244,1089
12455,0,0,1,0,-1
12456,0,0,15,0,-15
12457,0,0,85,0,-85
12458,1,0,0,0,0
12459,0,0,94,0,-94
12460,0,0,21,0,-21
12461,0,0,251,0,-251
12462,0,0,28,0,-28
12463,1,0,23,0,-23
12464,0,0,3,0,-3
12465,0,0,34,0,-34
12466,0,0,5,0,-5
12467,1,0,69,0,-69
12468,1,0,64,0,-64
12469,0,0,79,0,-79
12470,0,0,21,0,-21
12471,1,0,22,0,-22
12472,1,1,245,1620,1375
12473,0,0,305,0,-305
12474,0,0,89,0,-89
12475,1,0,71,0,-71
12476,1,1,1010,1259,249
12477,0,0,160,0,-160
12478,1,1,202,2141,1939
12479,1,1,3071,1251,-1820
12480,1,1,809,1390,581
12481,1,0,20,0,-20
12482,0,0,45,0,-45
12483,0,0,28,0,-28
12484,0,0,4,0,-4
12485,1,1,437,1336,899
12486,1,1,443,1919,1476
12487,1,1,197,3322,3125
12488,1,1,236,1326,1090
12489,0,0,15,0,-15
12490,0,0,53,0,-53
12491,1,0,90,0,-90
12492,0,0,16,0,-16
12493,1,1,760,2295,1535
12494,1,1,701,1347,646
12495,0,0,6,0,-6
12496,0,0,4,0,-4
12497,0,0,198,0,-198
12498,1,0,11,0,-11
12499,0,0,73,0,-73
12500,0,0,55,0,-55
12501,0,0,57,0,-57
12502,0,0,47,0,-47
12503,1,1,1413,2065,652
12504,1,1,656,1342,686
12505,1,0,37,0,-37
12506,0,0,79,0,-79
12507,1,0,106,0,-106
12508,0,0,264,0,-264
12509,0,0,34,0,-34
12510,1,1,71,1289,1218
12511,1,0,41,0,-41
12512,1,0,3,0,-3
12513,0,0,19,0,-19
12514,1,1,194,1242,1048
12515,1,1,534,1461,927
12516,1,1,1746,1991,245
12517,1,0,41,0,-41
12518,0,0,110,0,-110
12519,0,0,59,0,-59
12520,1,0,73,0,-73
12521,1,1,112,1279,1167
12522,0,0,19,0,-19
12523,1,1,121,1617,1496
12524,0,0,69,0,-69
12525,1,0,15,0,-15
12526,1,0,105,0,-105
12527,1,0,56,0,-56
12528,1,1,306,1305,999
12529,1,1,120,2908,2788
12530,1,0,74,0,-74
12531,0,0,57,0,-57
12532,1,0,23,0,-23
12533,0,0,8,0,-8
12534,1,1,298,1419,1121
12535,0,0,26,0,-26
12536,1,1,346,1305,959
12537,1,1,656,1341,685
12538,1,1,241,1685,1444
12539,0,0,18,0,-18
12540,1,0,100,0,-100
12541,1,1,63,2086,2023
12542,1,1,305,1517,1212
12543,1,1,265,1515,1250
12544,1,0,7,0,-7
12545,1,0,6,0,-6
12546,0,0,17,0,-17
12547,1,0,15,0,-15
12548,0,0,18,0,-18
12549,0,0,11,0,-11
12550,0,0,61,0,-61
12551,0,0,7,0,-7
12552,1,0,44,0,-44
12553,1,0,22,0,-22
12554,0,0,34,0,-34
12555,0,0,6,0,-6
12556,1,1,230,1629,1399
12557,1,1,32,1373,1341
12558,1,0,39,0,-39
12559,0,0,10,0,-10
12560,1,1,194,1257,1063
12561,1,0,39,0,-39
12562,0,0,81,0,-81
12563,0,0,19,0,-19
12564,1,1,414,1443,1029
12565,0,0,34,0,-34
12566,0,0,28,0,-28
12567,1,0,58,0,-58
12568,1,1,222,1228,1006
12569,1,0,4,0,-4
12570,1,0,125,0,-125
12571,0,0,9,0,-9
12572,0,0,50,0,-50
12573,1,0,7,0,-7
12574,1,1,1047,1350,303
12575,0,0,150,0,-150
12576,1,0,12,0,-12
12577,1,0,16,0,-16
12578,1,1,782,1431,649
12579,1,0,7,0,-7
12580,0,0,10,0,-10
12581,1,1,624,1555,931
12582,1,0,1,0,-1
12583,1,1,108,1415,1307
12584,0,0,36,0,-36
12585,1,0,77,0,-77
12586,1,1,233,4038,3805
12587,1,1,643,1205,562
12588,0,0,4,0,-4
12589,1,1,124,1567,1443
12590,0,0,93,0,-93
12591,1,0,30,0,-30
12592,0,0,87,0,-87
12593,0,0,4,0,-4
12594,1,1,376,1242,866
12595,0,0,70,0,-70
12596,1,0,6,0,-6
12597,0,0,17,0,-17
12598,1,1,581,1471,890
12599,0,0,43,0,-43
12600,1,1,810,1226,416
12601,0,0,120,0,-120
12602,1,0,176,0,-176
12603,0,0,2,0,-2
12604,1,0,0,0,0
12605,0,0,47,0,-47
12606,0,0,135,0,-135
12607,1,1,398,2033,1635
12608,1,0,41,0,-41
12609,1,1,1138,1363,225
12610,0,0,5,0,-5
12611,0,0,4,0,-4
12612,1,0,4,0,-4
12613,0,0,81,0,-81
12614,0,0,18,0,-18
12615,1,0,4,0,-4
12616,1,0,28,0,-28
12617,0,0,8,0,-8
12618,1,0,16,0,-16
12619,1,0,6,0,-6
12620,1,1,147,1778,1631
12621,1,1,129,1393,1264
12622,1,1,654,1570,916
12623,1,0,103,0,-103
12624,0,0,264,0,-264
12625,1,0,5,0,-5
12626,1,0,11,0,-11
12627,1,0,61,0,-61
12628,1,0,105,0,-105
12629,0,0,4,0,-4
12630,1,0,84,0,-84
12631,0,0,94,0,-94
12632,1,1,133,1397,1264
12633,0,0,10,0,-10
12634,0,0,40,0,-40
12635,1,1,762,1317,555
12636,1,1,214,1365,1151
12637,1,1,457,2287,1830
12638,0,0,72,0,-72
12639,1,1,113,1586,1473
12640,0,0,52,0,-52
12641,0,0,89,0,-89
12642,0,0,146,0,-146
12643,1,0,16,0,-16
12644,1,0,7,0,-7
12645,1,1,385,1246,861
12646,0,0,2,0,-2
12647,0,0,9,0,-9
12648,0,0,4,0,-4
12649,1,0,45,0,-45
12650,0,0,51,0,-51
12651,1,1,985,1534,549
12652,1,0,81,0,-81
12653,1,1,602,1474,872
12654,1,1,63,1944,1881
12655,1,0,42,0,-42
12656,1,1,581,1548,967
12657,1,0,27,0,-27
12658,0,0,63,0,-63
12659,0,0,23,0,-23
12660,0,0,34,0,-34
12661,1,0,67,0,-67
12662,1,1,107,1291,1184
12663,1,0,69,0,-69
12664,1,1,212,1449,1237
12665,0,0,83,0,-83
12666,1,0,47,0,-47
12667,1,0,270,0,-270
12668,1,1,401,2591,2190
12669,1,0,28,0,-28
12670,1,0,132,0,-132
12671,0,0,85,0,-85
12672,1,1,255,1312,1057
12673,0,0,8,0,-8
12674,1,0,9,0,-9
12675,1,0,54,0,-54
12676,0,0,19,0,-19
12677,1,1,916,1364,448
12678,1,0,38,0,-38
12679,0,0,114,0,-114
12680,1,1,299,1579,1280
12681,1,1,126,1266,1140
12682,0,0,7,0,-7
12683,0,0,140,0,-140
12684,1,0,10,0,-10
12685,1,1,1105,1269,164
12686,1,0,28,0,-28
12687,1,0,38,0,-38
12688,0,0,26,0,-26
12689,0,0,24,0,-24
12690,1,0,62,0,-62
12691,1,1,120,1303,1183
12692,1,0,58,0,-58
12693,1,0,136,0,-136
12694,0,0,50,0,-50
12695,1,1,959,1391,432
12696,0,0,1,0,-1
12697,1,1,127,1222,1095
12698,0,0,46,0,-46
12699,1,0,22,0,-22
12700,1,1,316,1256,940
12701,1,0,71,0,-71
12702,0,0,2,0,-2
12703,1,1,197,1244,1047
12704,0,0,12,0,-12
12705,0,0,46,0,-46
12706,0,0,109,0,-109
12707,0,0,101,0,-101
12708,1,1,762,1906,1144
12709,1,0,8,0,-8
12710,0,0,108,0,-108
12711,1,1,707,1409,702
12712,1,0,6,0,-6
12713,1,0,21,0,-21
12714,1,1,836,1707,871
12715,1,1,246,1629,1383
12716,1,0,41,0,-41
12717,1,0,23,0,-23
12718,1,0,87,0,-87
12719,0,0,2,0,-2
12720,1,0,6,0,-6
12721,0,0,29,0,-29
12722,1,1,133,1503,1370
12723,1,1,151,1432,1281
12724,1,1,586,1371,785
12725,1,1,256,1777,1521
12726,1,1,431,1253,822
12727,1,0,87,0,-87
12728,1,1,265,1378,1113
12729,1,1,216,1885,1669
12730,1,0,48,0,-48
12731,1,1,301,1217,916
12732,1,1,643,1211,568
12733,0,0,39,0,-39
12734,0,0,22,0,-22
12735,1,1,258,1200,942
12736,1,0,68,0,-68
12737,1,0,12,0,-12
12738,1,1,544,2687,2143
12739,1,1,366,1507,1141
12740,0,0,252,0,-252
12741,1,0,55,0,-55
12742,1,0,197,0,-197
12743,0,0,57,0,-57
12744,1,1,143,1356,1213
12745,1,0,18,0,-18
12746,1,1,525,1505,980
12747,1,0,14,0,-14
12748,1,0,57,0,-57
12749,1,0,29,0,-29
12750,1,1,2110,1895,-215
12751,0,0,4,0,-4
12752,1,1,196,1443,1247
12753,0,0,49,0,-49
12754,1,0,3,0,-3
12755,1,0,6,0,-6
12756,0,0,133,0,-133
12757,1,1,2251,1422,-829
12758,0,0,16,0,-16
12759,0,0,3,0,-3
12760,1,0,19,0,-19
12761,1,1,1156,1328,172
12762,1,1,861,2104,1243
12763,1,0,5,0,-5
12764,1,1,269,1238,969
12765,1,1,4451,1612,-2839
12766,1,1,384,1420,1036
12767,0,0,13,0,-13
12768,1,1,1516,1234,-282
12769,1,0,5,0,-5
12770,0,0,33,0,-33
12771,1,1,1188,1547,359
12772,1,0,6,0,-6
12773,0,0,32,0,-32
12774,0,0,18,0,-18
12775,1,0,103,0,-103
12776,1,1,109,1364,1255
12777,1,1,302,1978,1676
12778,1,1,68,1221,1153
12779,1,0,28,0,-28
12780,1,0,43,0,-43
12781,1,1,75,1349,1274
12782,1,0,243,0,-243
12783,1,0,44,0,-44
12784,1,0,4,0,-4
12785,1,0,20,0,-20
12786,1,1,138,2043,1905
12787,1,0,73,0,-73
12788,1,1,539,1268,729
12789,0,0,78,0,-78
12790,0,0,43,0,-43
12791,1,0,51,0,-51
12792,0,0,107,0,-107
12793,1,0,88,0,-88
12794,1,0,3,0,-3
12795,0,0,10,0,-10
12796,1,0,87,0,-87
12797,1,1,377,1523,1146
12798,0,0,59,0,-59
12799,0,0,112,0,-112
12800,0,0,26,0,-26
12801,1,1,317,1712,1395
12802,0,0,29,0,-29
12803,0,0,43,0,-43
12804,1,1,688,1209,521
12805,1,1,64,1798,1734
12806,0,0,23,0,-23
12807,1,1,352,1372,1020
12808,1,1,398,2062,1664
12809,1,1,174,1222,1048
12810,1,1,15,1657,1642
12811,0,0,41,0,-41
12812,1,1,518,1369,851
12813,1,0,101,0,-101
12814,0,0,27,0,-27
12815,1,1,662,1272,610
12816,1,0,204,0,-204
12817,0,0,11,0,-11
12818,1,1,76,1275,1199
12819,1,0,76,0,-76
12820,1,0,29,0,-29
12821,1,1,204,1385,1181
12822,0,0,38,0,-38
12823,1,0,149,0,-149
12824,0,0,42,0,-42
12825,0,0,112,0,-112
12826,0,0,0,0,0
12827,1,1,3160,1227,-1933
12828,1,1,621,2115,1494
12829,1,0,12,0,-12
12830,1,0,36,0,-36
12831,1,1,1569,1341,-228
12832,1,0,36,0,-36
12833,1,0,14,0,-14
12834,0,0,1,0,-1
12835,1,0,18,0,-18
12836,0,0,116,0,-116
12837,0,0,26,0,-26
12838,1,0,10,0,-10
12839,1,0,58,0,-58
12840,0,0,22,0,-22
12841,0,0,53,0,-53
12842,0,0,15,0,-15
12843,1,1,518,1763,1245
12844,0,0,78,0,-78
12845,1,0,52,0,-52
12846,0,0,7,0,-7
12847,0,0,30,0,-30
12848,0,0,94,0,-94
12849,0,0,89,0,-89
12850,1,1,261,1401,1140
12851,0,0,15,0,-15
12852,1,1,776,1549,773
12853,1,0,45,0,-45
12854,0,0,15,0,-15
12855,0,0,19,0,-19
12856,0,0,42,0,-42
12857,1,0,178,0,-178
12858,0,0,100,0,-100
12859,1,1,477,1359,882
12860,1,0,68,0,-68
12861,1,1,479,1260,781
12862,1,1,208,1207,999
12863,0,0,4,0,-4
12864,1,1,595,1239,644
12865,1,0,30,0,-30
12866,1,0,22,0,-22
12867,0,0,32,0,-32
12868,0,0,87,0,-87
12869,1,0,31,0,-31
12870,1,0,0,0,0
12871,1,0,13,0,-13
12872,1,0,71,0,-71
12873,1,0,134,0,-134
12874,1,0,42,0,-42
12875,1,0,239,0,-239
12876,1,0,55,0,-55
12877,1,1,358,2891,2533
12878,1,1,798,1924,1126
12879,1,0,179,0,-179
12880,0,0,8,0,-8
12881,1,0,32,0,-32
12882,0,0,20,0,-20
12883,1,1,860,1276,416
12884,1,1,112,1527,1415
12885,0,0,7,0,-7
12886,0,0,61,0,-61
12887,1,1,1054,2539,1485
12888,1,1,751,1640,889
12889,1,1,274,1395,1121
12890,1,0,19,0,-19
12891,1,0,156,0,-156
12892,0,0,47,0,-47
12893,1,1,1003,1308,305
12894,0,0,96,0,-96
12895,0,0,94,0,-94
12896,1,1,82,1241,1159
12897,1,0,19,0,-19
12898,1,0,101,0,-101
12899,1,0,48,0,-48
12900,0,0,10,0,-10
12901,0,0,2,0,-2
12902,0,0,13,0,-13
12903,1,1,109,1590,1481
12904,1,1,880,1750,870
12905,1,1,1195,1407,212
12906,0,0,90,0,-90
12907,0,0,12,0,-12
12908,1,1,1238,1203,-35
12909,1,0,22,0,-22
12910,1,0,50,0,-50
12911,1,1,291,1833,1542
12912,0,0,82,0,-82
12913,0,0,18,0,-18
12914,0,0,96,0,-96
12915,1,0,27,0,-27
12916,1,1,218,1823,1605
12917,1,0,57,0,-57
12918,0,0,48,0,-48
12919,1,0,80,0,-80
12920,1,1,476,1394,918
12921,1,0,37,0,-37
12922,0,0,52,0,-52
12923,0,0,235,0,-235
12924,1,0,37,0,-37
12925,1,1,119,1344,1225
12926,1,1,142,1443,1301
12927,0,0,73,0,-73
12928,0,0,46,0,-46
12929,1,0,105,0,-105
12930,1,1,24,1573,1549
12931,1,1,1049,1496,447
12932,0,0,8,0,-8
12933,1,0,42,0,-42
12934,0,0,29,0,-29
12935,0,0,4,0,-4
12936,1,0,80,0,-80
12937,1,0,6,0,-6
12938,1,1,410,1593,1183
12939,1,1,704,1389,685
12940,0,0,66,0,-66
12941,1,0,30,0,-30
12942,0,0,2,0,-2
12943,1,1,595,1261,666
12944,1,1,1340,1764,424
12945,1,0,3,0,-3
12946,1,1,174,2160,1986
12947,0,0,8,0,-8
12948,1,0,67,0,-67
12949,0,0,56,0,-56
12950,1,0,9,0,-9
12951,0,0,9,0,-9
12952,1,1,223,1760,1537
12953,0,0,15,0,-15
12954,1,1,50,1485,1435
12955,1,0,29,0,-29
12956,1,1,614,2004,1390
12957,0,0,75,0,-75
12958,0,0,3,0,-3
12959,1,1,401,1307,906
12960,1,1,313,1690,1377
12961,1,0,5,0,-5
12962,0,0,2,0,-2
12963,1,0,73,0,-73
12964,0,0,9,0,-9
12965,1,0,33,0,-33
12966,1,1,199,1753,1554
12967,1,0,31,0,-31
12968,1,1,64,1540,1476
12969,0,0,16,0,-16
12970,1,1,616,1239,623
12971,1,1,189,1447,1258
12972,1,1,561,1478,917
12973,0,0,10,0,-10
12974,0,0,130,0,-130
12975,1,1,324,2039,1715
12976,1,1,279,1802,1523
12977,1,1,132,2608,2476
12978,0,0,141,0,-141
12979,1,1,342,1451,1109
12980,1,0,36,0,-36
12981,0,0,12,0,-12
12982,1,0,64,0,-64
12983,0,0,117,0,-117
12984,1,0,100,0,-100
12985,1,0,123,0,-123
12986,0,0,81,0,-81
12987,1,0,7,0,-7
12988,1,1,592,1672,1080
12989,1,1,1025,1735,710
12990,1,0,1,0,-1
12991,1,1,245,2016,1771
12992,0,0,2,0,-2
12993,1,0,11,0,-11
12994,1,1,667,1698,1031
12995,1,0,24,0,-24
12996,1,0,11,0,-11
12997,1,1,125,1365,1240
12998,0,0,71,0,-71
12999,1,0,7,0,-7
13000,0,0,87,0,-87
13001,0,0,109,0,-109
13002,0,0,61,0,-61
13003,1,1,48,1313,1265
13004,1,1,272,1400,1128
13005,1,0,191,0,-191
13006,0,0,20,0,-20
13007,0,0,7,0,-7
13008,1,0,14,0,-14
13009,1,1,132,2743,2611
13010,0,0,0,0,0
13011,1,1,44,2305,2261
13012,1,1,57,2107,2050
13013,0,0,51,0,-51
13014,1,1,552,1559,1007
13015,1,0,26,0,-26
13016,1,1,1274,1333,59
13017,1,1,161,2349,2188
13018,1,0,15,0,-15
13019,0,0,86,0,-86
13020,0,0,9,0,-9
13021,1,0,65,0,-65
13022,1,0,11,0,-11
13023,1,1,928,1300,372
13024,1,1,700,1520,820
13025,1,0,133,0,-133
13026,1,0,54,0,-54
13027,0,0,17,0,-17
13028,1,1,461,1347,886
13029,1,0,64,0,-64
13030,1,1,622,2300,1678
13031,1,1,384,1493,1109
13032,1,0,6,0,-6
13033,1,1,34,1675,1641
13034,1,1,243,1919,1676
13035,0,0,26,0,-26
13036,0,0,18,0,-18
13037,0,0,67,0,-67
13038,1,1,650,1420,770
13039,1,0,10,0,-10
13040,1,0,129,0,-129
13041,1,0,110,0,-110
13042,1,1,1181,1959,778
13043,1,0,30,0,-30
13044,1,1,580,1321,741
13045,1,0,17,0,-17
13046,1,0,50,0,-50
13047,1,0,36,0,-36
13048,1,0,10,0,-10
13049,1,0,22,0,-22
13050,0,0,11,0,-11
13051,1,1,789,1333,544
13052,1,1,223,1742,1519
13053,0,0,76,0,-76
13054,0,0,19,0,-19
13055,1,0,13,0,-13
13056,1,0,88,0,-88
13057,1,0,108,0,-108
13058,0,0,46,0,-46
13059,1,1,500,1263,763
13060,0,0,28,0,-28
13061,1,0,36,0,-36
13062,0,0,5,0,-5
13063,1,0,8,0,-8
13064,1,1,80,2337,2257
13065,0,0,33,0,-33
13066,1,1,620,1783,1163
13067,1,1,669,1640,971
13068,1,0,1,0,-1
13069,1,1,716,1330,614
13070,1,0,7,0,-7
13071,1,1,51,1457,1406
13072,1,0,18,0,-18
13073,1,1,303,1218,915
13074,0,0,58,0,-58
13075,0,0,115,0,-115
13076,0,0,11,0,-11
13077,0,0,5,0,-5
13078,1,1,181,2256,2075
13079,1,0,33,0,-33
13080,0,0,11,0,-11
13081,0,0,81,0,-81
13082,0,0,15,0,-15
13083,1,1,1142,1545,403
13084,1,1,1609,1222,-387
13085,1,1,109,1382,1273
13086,1,0,6,0,-6
13087,1,1,1042,1480,438
13088,0,0,212,0,-212
13089,1,0,14,0,-14
13090,1,0,18,0,-18
13091,1,0,171,0,-171
13092,1,0,1,0,-1
13093,0,0,76,0,-76
13094,1,1,337,1385,1048
13095,0,0,3,0,-3
13096,0,0,106,0,-106
13097,1,1,273,1310,1037
13098,0,0,9,0,-9
13099,0,0,120,0,-120
13100,1,0,23,0,-23
13101,0,0,98,0,-98
13102,1,1,1126,1206,80
13103,0,0,79,0,-79
13104,0,0,33,0,-33
13105,0,0,3,0,-3
13106,1,1,346,1233,887
13107,1,0,5,0,-5
13108,0,0,46,0,-46
13109,1,0,18,0,-18
13110,0,0,17,0,-17
13111,0,0,35,0,-35
13112,0,0,11,0,-11
13113,1,1,131,3116,2985
13114,1,1,276,1835,1559
13115,0,0,81,0,-81
13116,0,0,44,0,-44
13117,1,0,48,0,-48
13118,1,1,374,1769,1395
13119,0,0,130,0,-130
13120,1,0,16,0,-16
13121,1,1,405,1456,1051
13122,0,0,6,0,-6
13123,0,0,16,0,-16
13124,1,0,7,0,-7
13125,0,0,10,0,-10
13126,0,0,71,0,-71
13127,1,1,1734,1408,-326
13128,1,1,1058,1305,247
13129,1,0,68,0,-68
13130,0,0,54,0,-54
13131,1,1,221,1477,1256
13132,1,0,110,0,-110
13133,1,0,430,0,-430
13134,1,1,114,4895,4781
13135,0,0,19,0,-19
13136,1,0,4,0,-4
13137,0,0,68,0,-68
13138,0,0,11,0,-11
13139,0,0,0,0,0
13140,1,0,52,0,-52
13141,0,0,72,0,-72
13142,1,1,1693,1346,-347
13143,0,0,25,0,-25
13144,0,0,128,0,-128
13145,0,0,48,0,-48
13146,1,1,460,1287,827
13147,1,0,54,0,-54
13148,1,1,872,1236,364
13149,1,1,341,1545,1204
13150,0,0,2,0,-2
13151,1,1,748,1662,914
13152,0,0,30,0,-30
13153,0,0,102,0,-102
13154,1,0,23,0,-23
13155,1,1,649,4069,3420
13156,0,0,13,0,-13
13157,0,0,132,0,-132
13158,1,0,9,0,-9
13159,1,0,3,0,-3
13160,0,0,13,0,-13
13161,1,1,726,1647,921
13162,1,1,70,1237,1167
13163,1,1,2686,1546,-1140
13164,0,0,5,0,-5
13165,0,0,2,0,-2
13166,1,1,1178,1486,308
13167,0,0,93,0,-93
13168,1,0,26,0,-26
13169,1,1,295,1390,1095
